"step","time","S","I","R"
3130,3130,17439,0,82571
3131,3131,17439,0,82571
3132,3132,17439,0,82571
3133,3133,17439,0,82571
3134,3134,17439,0,82571
3135,3135,17439,0,82571
3136,3136,17439,0,82571
3137,3137,17439,0,82571
3138,3138,17439,0,82571
3139,3139,17439,0,82571
3140,3140,17439,0,82571
3141,3141,17439,0,82571
3142,3142,17439,0,82571
3143,3143,17439,0,82571
3144,3144,17439,0,82571
3145,3145,17439,0,82571
3146,3146,17439,0,82571
3147,3147,17439,0,82571
3148,3148,17439,0,82571
3149,3149,17439,0,82571
3150,3150,17439,0,82571
3151,3151,17439,0,82571
3152,3152,17439,0,82571
3153,3153,17439,0,82571
3154,3154,17439,0,82571
3155,3155,17439,0,82571
3156,3156,17439,0,82571
3157,3157,17439,0,82571
3158,3158,17439,0,82571
3159,3159,17439,0,82571
3160,3160,17439,0,82571
3161,3161,17439,0,82571
3162,3162,17439,0,82571
3163,3163,17439,0,82571
3164,3164,17439,0,82571
3165,3165,17439,0,82571
3166,3166,17439,0,82571
3167,3167,17439,0,82571
3168,3168,17439,0,82571
3169,3169,17439,0,82571
3170,3170,17439,0,82571
3171,3171,17439,0,82571
3172,3172,17439,0,82571
3173,3173,17439,0,82571
3174,3174,17439,0,82571
3175,3175,17439,0,82571
3176,3176,17439,0,82571
3177,3177,17439,0,82571
3178,3178,17439,0,82571
3179,3179,17439,0,82571
3180,3180,17439,0,82571
3181,3181,17439,0,82571
3182,3182,17439,0,82571
3183,3183,17439,0,82571
3184,3184,17439,0,82571
3185,3185,17439,0,82571
3186,3186,17439,0,82571
3187,3187,17439,0,82571
3188,3188,17439,0,82571
3189,3189,17439,0,82571
3190,3190,17439,0,82571
3191,3191,17439,0,82571
3192,3192,17439,0,82571
3193,3193,17439,0,82571
3194,3194,17439,0,82571
3195,3195,17439,0,82571
3196,3196,17439,0,82571
3197,3197,17439,0,82571
3198,3198,17439,0,82571
3199,3199,17439,0,82571
3200,3200,17439,0,82571
3201,3201,17439,0,82571
3202,3202,17439,0,82571
3203,3203,17439,0,82571
3204,3204,17439,0,82571
3205,3205,17439,0,82571
3206,3206,17439,0,82571
3207,3207,17439,0,82571
3208,3208,17439,0,82571
3209,3209,17439,0,82571
3210,3210,17439,0,82571
3211,3211,17439,0,82571
3212,3212,17439,0,82571
3213,3213,17439,0,82571
3214,3214,17439,0,82571
3215,3215,17439,0,82571
3216,3216,17439,0,82571
3217,3217,17439,0,82571
3218,3218,17439,0,82571
3219,3219,17439,0,82571
3220,3220,17439,0,82571
3221,3221,17439,0,82571
3222,3222,17439,0,82571
3223,3223,17439,0,82571
3224,3224,17439,0,82571
3225,3225,17439,0,82571
3226,3226,17439,0,82571
3227,3227,17439,0,82571
3228,3228,17439,0,82571
3229,3229,17439,0,82571
3230,3230,17439,0,82571
3231,3231,17439,0,82571
3232,3232,17439,0,82571
3233,3233,17439,0,82571
3234,3234,17439,0,82571
3235,3235,17439,0,82571
3236,3236,17439,0,82571
3237,3237,17439,0,82571
3238,3238,17439,0,82571
3239,3239,17439,0,82571
3240,3240,17439,0,82571
3241,3241,17439,0,82571
3242,3242,17439,0,82571
3243,3243,17439,0,82571
3244,3244,17439,0,82571
3245,3245,17439,0,82571
3246,3246,17439,0,82571
3247,3247,17439,0,82571
3248,3248,17439,0,82571
3249,3249,17439,0,82571
3250,3250,17439,0,82571
3251,3251,17439,0,82571
3252,3252,17439,0,82571
3253,3253,17439,0,82571
3254,3254,17439,0,82571
3255,3255,17439,0,82571
3256,3256,17439,0,82571
3257,3257,17439,0,82571
3258,3258,17439,0,82571
3259,3259,17439,0,82571
3260,3260,17439,0,82571
3261,3261,17439,0,82571
3262,3262,17439,0,82571
3263,3263,17439,0,82571
3264,3264,17439,0,82571
3265,3265,17439,0,82571
3266,3266,17439,0,82571
3267,3267,17439,0,82571
3268,3268,17439,0,82571
3269,3269,17439,0,82571
3270,3270,17439,0,82571
3271,3271,17439,0,82571
3272,3272,17439,0,82571
3273,3273,17439,0,82571
3274,3274,17439,0,82571
3275,3275,17439,0,82571
3276,3276,17439,0,82571
3277,3277,17439,0,82571
3278,3278,17439,0,82571
3279,3279,17439,0,82571
3280,3280,17439,0,82571
3281,3281,17439,0,82571
3282,3282,17439,0,82571
3283,3283,17439,0,82571
3284,3284,17439,0,82571
3285,3285,17439,0,82571
3286,3286,17439,0,82571
3287,3287,17439,0,82571
3288,3288,17439,0,82571
3289,3289,17439,0,82571
3290,3290,17439,0,82571
3291,3291,17439,0,82571
3292,3292,17439,0,82571
3293,3293,17439,0,82571
3294,3294,17439,0,82571
3295,3295,17439,0,82571
3296,3296,17439,0,82571
3297,3297,17439,0,82571
3298,3298,17439,0,82571
3299,3299,17439,0,82571
3300,3300,17439,0,82571
3301,3301,17439,0,82571
3302,3302,17439,0,82571
3303,3303,17439,0,82571
3304,3304,17439,0,82571
3305,3305,17439,0,82571
3306,3306,17439,0,82571
3307,3307,17439,0,82571
3308,3308,17439,0,82571
3309,3309,17439,0,82571
3310,3310,17439,0,82571
3311,3311,17439,0,82571
3312,3312,17439,0,82571
3313,3313,17439,0,82571
3314,3314,17439,0,82571
3315,3315,17439,0,82571
3316,3316,17439,0,82571
3317,3317,17439,0,82571
3318,3318,17439,0,82571
3319,3319,17439,0,82571
3320,3320,17439,0,82571
3321,3321,17439,0,82571
3322,3322,17439,0,82571
3323,3323,17439,0,82571
3324,3324,17439,0,82571
3325,3325,17439,0,82571
3326,3326,17439,0,82571
3327,3327,17439,0,82571
3328,3328,17439,0,82571
3329,3329,17439,0,82571
3330,3330,17439,0,82571
3331,3331,17439,0,82571
3332,3332,17439,0,82571
3333,3333,17439,0,82571
3334,3334,17439,0,82571
3335,3335,17439,0,82571
3336,3336,17439,0,82571
3337,3337,17439,0,82571
3338,3338,17439,0,82571
3339,3339,17439,0,82571
3340,3340,17439,0,82571
3341,3341,17439,0,82571
3342,3342,17439,0,82571
3343,3343,17439,0,82571
3344,3344,17439,0,82571
3345,3345,17439,0,82571
3346,3346,17439,0,82571
3347,3347,17439,0,82571
3348,3348,17439,0,82571
3349,3349,17439,0,82571
3350,3350,17439,0,82571
3351,3351,17439,0,82571
3352,3352,17439,0,82571
3353,3353,17439,0,82571
3354,3354,17439,0,82571
3355,3355,17439,0,82571
3356,3356,17439,0,82571
3357,3357,17439,0,82571
3358,3358,17439,0,82571
3359,3359,17439,0,82571
3360,3360,17439,0,82571
3361,3361,17439,0,82571
3362,3362,17439,0,82571
3363,3363,17439,0,82571
3364,3364,17439,0,82571
3365,3365,17439,0,82571
3366,3366,17439,0,82571
3367,3367,17439,0,82571
3368,3368,17439,0,82571
3369,3369,17439,0,82571
3370,3370,17439,0,82571
3371,3371,17439,0,82571
3372,3372,17439,0,82571
3373,3373,17439,0,82571
3374,3374,17439,0,82571
3375,3375,17439,0,82571
3376,3376,17439,0,82571
3377,3377,17439,0,82571
3378,3378,17439,0,82571
3379,3379,17439,0,82571
3380,3380,17439,0,82571
3381,3381,17439,0,82571
3382,3382,17439,0,82571
3383,3383,17439,0,82571
3384,3384,17439,0,82571
3385,3385,17439,0,82571
3386,3386,17439,0,82571
3387,3387,17439,0,82571
3388,3388,17439,0,82571
3389,3389,17439,0,82571
3390,3390,17439,0,82571
3391,3391,17439,0,82571
3392,3392,17439,0,82571
3393,3393,17439,0,82571
3394,3394,17439,0,82571
3395,3395,17439,0,82571
3396,3396,17439,0,82571
3397,3397,17439,0,82571
3398,3398,17439,0,82571
3399,3399,17439,0,82571
3400,3400,17439,0,82571
3401,3401,17439,0,82571
3402,3402,17439,0,82571
3403,3403,17439,0,82571
3404,3404,17439,0,82571
3405,3405,17439,0,82571
3406,3406,17439,0,82571
3407,3407,17439,0,82571
3408,3408,17439,0,82571
3409,3409,17439,0,82571
3410,3410,17439,0,82571
3411,3411,17439,0,82571
3412,3412,17439,0,82571
3413,3413,17439,0,82571
3414,3414,17439,0,82571
3415,3415,17439,0,82571
3416,3416,17439,0,82571
3417,3417,17439,0,82571
3418,3418,17439,0,82571
3419,3419,17439,0,82571
3420,3420,17439,0,82571
3421,3421,17439,0,82571
3422,3422,17439,0,82571
3423,3423,17439,0,82571
3424,3424,17439,0,82571
3425,3425,17439,0,82571
3426,3426,17439,0,82571
3427,3427,17439,0,82571
3428,3428,17439,0,82571
3429,3429,17439,0,82571
3430,3430,17439,0,82571
3431,3431,17439,0,82571
3432,3432,17439,0,82571
3433,3433,17439,0,82571
3434,3434,17439,0,82571
3435,3435,17439,0,82571
3436,3436,17439,0,82571
3437,3437,17439,0,82571
3438,3438,17439,0,82571
3439,3439,17439,0,82571
3440,3440,17439,0,82571
3441,3441,17439,0,82571
3442,3442,17439,0,82571
3443,3443,17439,0,82571
3444,3444,17439,0,82571
3445,3445,17439,0,82571
3446,3446,17439,0,82571
3447,3447,17439,0,82571
3448,3448,17439,0,82571
3449,3449,17439,0,82571
3450,3450,17439,0,82571
3451,3451,17439,0,82571
3452,3452,17439,0,82571
3453,3453,17439,0,82571
3454,3454,17439,0,82571
3455,3455,17439,0,82571
3456,3456,17439,0,82571
3457,3457,17439,0,82571
3458,3458,17439,0,82571
3459,3459,17439,0,82571
3460,3460,17439,0,82571
3461,3461,17439,0,82571
3462,3462,17439,0,82571
3463,3463,17439,0,82571
3464,3464,17439,0,82571
3465,3465,17439,0,82571
3466,3466,17439,0,82571
3467,3467,17439,0,82571
3468,3468,17439,0,82571
3469,3469,17439,0,82571
3470,3470,17439,0,82571
3471,3471,17439,0,82571
3472,3472,17439,0,82571
3473,3473,17439,0,82571
3474,3474,17439,0,82571
3475,3475,17439,0,82571
3476,3476,17439,0,82571
3477,3477,17439,0,82571
3478,3478,17439,0,82571
3479,3479,17439,0,82571
3480,3480,17439,0,82571
3481,3481,17439,0,82571
3482,3482,17439,0,82571
3483,3483,17439,0,82571
3484,3484,17439,0,82571
3485,3485,17439,0,82571
3486,3486,17439,0,82571
3487,3487,17439,0,82571
3488,3488,17439,0,82571
3489,3489,17439,0,82571
3490,3490,17439,0,82571
3491,3491,17439,0,82571
3492,3492,17439,0,82571
3493,3493,17439,0,82571
3494,3494,17439,0,82571
3495,3495,17439,0,82571
3496,3496,17439,0,82571
3497,3497,17439,0,82571
3498,3498,17439,0,82571
3499,3499,17439,0,82571
3500,3500,17439,0,82571
3501,3501,17439,0,82571
3502,3502,17439,0,82571
3503,3503,17439,0,82571
3504,3504,17439,0,82571
3505,3505,17439,0,82571
3506,3506,17439,0,82571
3507,3507,17439,0,82571
3508,3508,17439,0,82571
3509,3509,17439,0,82571
3510,3510,17439,0,82571
3511,3511,17439,0,82571
3512,3512,17439,0,82571
3513,3513,17439,0,82571
3514,3514,17439,0,82571
3515,3515,17439,0,82571
3516,3516,17439,0,82571
3517,3517,17439,0,82571
3518,3518,17439,0,82571
3519,3519,17439,0,82571
3520,3520,17439,0,82571
3521,3521,17439,0,82571
3522,3522,17439,0,82571
3523,3523,17439,0,82571
3524,3524,17439,0,82571
3525,3525,17439,0,82571
3526,3526,17439,0,82571
3527,3527,17439,0,82571
3528,3528,17439,0,82571
3529,3529,17439,0,82571
3530,3530,17439,0,82571
3531,3531,17439,0,82571
3532,3532,17439,0,82571
3533,3533,17439,0,82571
3534,3534,17439,0,82571
3535,3535,17439,0,82571
3536,3536,17439,0,82571
3537,3537,17439,0,82571
3538,3538,17439,0,82571
3539,3539,17439,0,82571
3540,3540,17439,0,82571
3541,3541,17439,0,82571
3542,3542,17439,0,82571
3543,3543,17439,0,82571
3544,3544,17439,0,82571
3545,3545,17439,0,82571
3546,3546,17439,0,82571
3547,3547,17439,0,82571
3548,3548,17439,0,82571
3549,3549,17439,0,82571
3550,3550,17439,0,82571
3551,3551,17439,0,82571
3552,3552,17439,0,82571
3553,3553,17439,0,82571
3554,3554,17439,0,82571
3555,3555,17439,0,82571
3556,3556,17439,0,82571
3557,3557,17439,0,82571
3558,3558,17439,0,82571
3559,3559,17439,0,82571
3560,3560,17439,0,82571
3561,3561,17439,0,82571
3562,3562,17439,0,82571
3563,3563,17439,0,82571
3564,3564,17439,0,82571
3565,3565,17439,0,82571
3566,3566,17439,0,82571
3567,3567,17439,0,82571
3568,3568,17439,0,82571
3569,3569,17439,0,82571
3570,3570,17439,0,82571
3571,3571,17439,0,82571
3572,3572,17439,0,82571
3573,3573,17439,0,82571
3574,3574,17439,0,82571
3575,3575,17439,0,82571
3576,3576,17439,0,82571
3577,3577,17439,0,82571
3578,3578,17439,0,82571
3579,3579,17439,0,82571
3580,3580,17439,0,82571
3581,3581,17439,0,82571
3582,3582,17439,0,82571
3583,3583,17439,0,82571
3584,3584,17439,0,82571
3585,3585,17439,0,82571
3586,3586,17439,0,82571
3587,3587,17439,0,82571
3588,3588,17439,0,82571
3589,3589,17439,0,82571
3590,3590,17439,0,82571
3591,3591,17439,0,82571
3592,3592,17439,0,82571
3593,3593,17439,0,82571
3594,3594,17439,0,82571
3595,3595,17439,0,82571
3596,3596,17439,0,82571
3597,3597,17439,0,82571
3598,3598,17439,0,82571
3599,3599,17439,0,82571
3600,3600,17439,0,82571
3601,3601,17439,0,82571
3602,3602,17439,0,82571
3603,3603,17439,0,82571
3604,3604,17439,0,82571
3605,3605,17439,0,82571
3606,3606,17439,0,82571
3607,3607,17439,0,82571
3608,3608,17439,0,82571
3609,3609,17439,0,82571
3610,3610,17439,0,82571
3611,3611,17439,0,82571
3612,3612,17439,0,82571
3613,3613,17439,0,82571
3614,3614,17439,0,82571
3615,3615,17439,0,82571
3616,3616,17439,0,82571
3617,3617,17439,0,82571
3618,3618,17439,0,82571
3619,3619,17439,0,82571
3620,3620,17439,0,82571
3621,3621,17439,0,82571
3622,3622,17439,0,82571
3623,3623,17439,0,82571
3624,3624,17439,0,82571
3625,3625,17439,0,82571
3626,3626,17439,0,82571
3627,3627,17439,0,82571
3628,3628,17439,0,82571
3629,3629,17439,0,82571
3630,3630,17439,0,82571
3631,3631,17439,0,82571
3632,3632,17439,0,82571
3633,3633,17439,0,82571
3634,3634,17439,0,82571
3635,3635,17439,0,82571
3636,3636,17439,0,82571
3637,3637,17439,0,82571
3638,3638,17439,0,82571
3639,3639,17439,0,82571
3640,3640,17439,0,82571
3641,3641,17439,0,82571
3642,3642,17439,0,82571
3643,3643,17439,0,82571
3644,3644,17439,0,82571
3645,3645,17439,0,82571
3646,3646,17439,0,82571
3647,3647,17439,0,82571
3648,3648,17439,0,82571
3649,3649,17439,0,82571
3650,3650,17439,0,82571
3651,3651,17439,0,82571
3652,3652,17439,0,82571
3653,3653,17439,0,82571
3654,3654,17439,0,82571
3655,3655,17439,0,82571
3656,3656,17439,0,82571
3657,3657,17439,0,82571
3658,3658,17439,0,82571
3659,3659,17439,0,82571
3660,3660,17439,0,82571
3661,3661,17439,0,82571
3662,3662,17439,0,82571
3663,3663,17439,0,82571
3664,3664,17439,0,82571
3665,3665,17439,0,82571
3666,3666,17439,0,82571
3667,3667,17439,0,82571
3668,3668,17439,0,82571
3669,3669,17439,0,82571
3670,3670,17439,0,82571
3671,3671,17439,0,82571
3672,3672,17439,0,82571
3673,3673,17439,0,82571
3674,3674,17439,0,82571
3675,3675,17439,0,82571
3676,3676,17439,0,82571
3677,3677,17439,0,82571
3678,3678,17439,0,82571
3679,3679,17439,0,82571
3680,3680,17439,0,82571
3681,3681,17439,0,82571
3682,3682,17439,0,82571
3683,3683,17439,0,82571
3684,3684,17439,0,82571
3685,3685,17439,0,82571
3686,3686,17439,0,82571
3687,3687,17439,0,82571
3688,3688,17439,0,82571
3689,3689,17439,0,82571
3690,3690,17439,0,82571
3691,3691,17439,0,82571
3692,3692,17439,0,82571
3693,3693,17439,0,82571
3694,3694,17439,0,82571
3695,3695,17439,0,82571
3696,3696,17439,0,82571
3697,3697,17439,0,82571
3698,3698,17439,0,82571
3699,3699,17439,0,82571
3700,3700,17439,0,82571
3701,3701,17439,0,82571
3702,3702,17439,0,82571
3703,3703,17439,0,82571
3704,3704,17439,0,82571
3705,3705,17439,0,82571
3706,3706,17439,0,82571
3707,3707,17439,0,82571
3708,3708,17439,0,82571
3709,3709,17439,0,82571
3710,3710,17439,0,82571
3711,3711,17439,0,82571
3712,3712,17439,0,82571
3713,3713,17439,0,82571
3714,3714,17439,0,82571
3715,3715,17439,0,82571
3716,3716,17439,0,82571
3717,3717,17439,0,82571
3718,3718,17439,0,82571
3719,3719,17439,0,82571
3720,3720,17439,0,82571
3721,3721,17439,0,82571
3722,3722,17439,0,82571
3723,3723,17439,0,82571
3724,3724,17439,0,82571
3725,3725,17439,0,82571
3726,3726,17439,0,82571
3727,3727,17439,0,82571
3728,3728,17439,0,82571
3729,3729,17439,0,82571
3730,3730,17439,0,82571
3731,3731,17439,0,82571
3732,3732,17439,0,82571
3733,3733,17439,0,82571
3734,3734,17439,0,82571
3735,3735,17439,0,82571
3736,3736,17439,0,82571
3737,3737,17439,0,82571
3738,3738,17439,0,82571
3739,3739,17439,0,82571
3740,3740,17439,0,82571
3741,3741,17439,0,82571
3742,3742,17439,0,82571
3743,3743,17439,0,82571
3744,3744,17439,0,82571
3745,3745,17439,0,82571
3746,3746,17439,0,82571
3747,3747,17439,0,82571
3748,3748,17439,0,82571
3749,3749,17439,0,82571
3750,3750,17439,0,82571
3751,3751,17439,0,82571
3752,3752,17439,0,82571
3753,3753,17439,0,82571
3754,3754,17439,0,82571
3755,3755,17439,0,82571
3756,3756,17439,0,82571
3757,3757,17439,0,82571
3758,3758,17439,0,82571
3759,3759,17439,0,82571
3760,3760,17439,0,82571
3761,3761,17439,0,82571
3762,3762,17439,0,82571
3763,3763,17439,0,82571
3764,3764,17439,0,82571
3765,3765,17439,0,82571
3766,3766,17439,0,82571
3767,3767,17439,0,82571
3768,3768,17439,0,82571
3769,3769,17439,0,82571
3770,3770,17439,0,82571
3771,3771,17439,0,82571
3772,3772,17439,0,82571
3773,3773,17439,0,82571
3774,3774,17439,0,82571
3775,3775,17439,0,82571
3776,3776,17439,0,82571
3777,3777,17439,0,82571
3778,3778,17439,0,82571
3779,3779,17439,0,82571
3780,3780,17439,0,82571
3781,3781,17439,0,82571
3782,3782,17439,0,82571
3783,3783,17439,0,82571
3784,3784,17439,0,82571
3785,3785,17439,0,82571
3786,3786,17439,0,82571
3787,3787,17439,0,82571
3788,3788,17439,0,82571
3789,3789,17439,0,82571
3790,3790,17439,0,82571
3791,3791,17439,0,82571
3792,3792,17439,0,82571
3793,3793,17439,0,82571
3794,3794,17439,0,82571
3795,3795,17439,0,82571
3796,3796,17439,0,82571
3797,3797,17439,0,82571
3798,3798,17439,0,82571
3799,3799,17439,0,82571
3800,3800,17439,0,82571
3801,3801,17439,0,82571
3802,3802,17439,0,82571
3803,3803,17439,0,82571
3804,3804,17439,0,82571
3805,3805,17439,0,82571
3806,3806,17439,0,82571
3807,3807,17439,0,82571
3808,3808,17439,0,82571
3809,3809,17439,0,82571
3810,3810,17439,0,82571
3811,3811,17439,0,82571
3812,3812,17439,0,82571
3813,3813,17439,0,82571
3814,3814,17439,0,82571
3815,3815,17439,0,82571
3816,3816,17439,0,82571
3817,3817,17439,0,82571
3818,3818,17439,0,82571
3819,3819,17439,0,82571
3820,3820,17439,0,82571
3821,3821,17439,0,82571
3822,3822,17439,0,82571
3823,3823,17439,0,82571
3824,3824,17439,0,82571
3825,3825,17439,0,82571
3826,3826,17439,0,82571
3827,3827,17439,0,82571
3828,3828,17439,0,82571
3829,3829,17439,0,82571
3830,3830,17439,0,82571
3831,3831,17439,0,82571
3832,3832,17439,0,82571
3833,3833,17439,0,82571
3834,3834,17439,0,82571
3835,3835,17439,0,82571
3836,3836,17439,0,82571
3837,3837,17439,0,82571
3838,3838,17439,0,82571
3839,3839,17439,0,82571
3840,3840,17439,0,82571
3841,3841,17439,0,82571
3842,3842,17439,0,82571
3843,3843,17439,0,82571
3844,3844,17439,0,82571
3845,3845,17439,0,82571
3846,3846,17439,0,82571
3847,3847,17439,0,82571
3848,3848,17439,0,82571
3849,3849,17439,0,82571
3850,3850,17439,0,82571
3851,3851,17439,0,82571
3852,3852,17439,0,82571
3853,3853,17439,0,82571
3854,3854,17439,0,82571
3855,3855,17439,0,82571
3856,3856,17439,0,82571
3857,3857,17439,0,82571
3858,3858,17439,0,82571
3859,3859,17439,0,82571
3860,3860,17439,0,82571
3861,3861,17439,0,82571
3862,3862,17439,0,82571
3863,3863,17439,0,82571
3864,3864,17439,0,82571
3865,3865,17439,0,82571
3866,3866,17439,0,82571
3867,3867,17439,0,82571
3868,3868,17439,0,82571
3869,3869,17439,0,82571
3870,3870,17439,0,82571
3871,3871,17439,0,82571
3872,3872,17439,0,82571
3873,3873,17439,0,82571
3874,3874,17439,0,82571
3875,3875,17439,0,82571
3876,3876,17439,0,82571
3877,3877,17439,0,82571
3878,3878,17439,0,82571
3879,3879,17439,0,82571
3880,3880,17439,0,82571
3881,3881,17439,0,82571
3882,3882,17439,0,82571
3883,3883,17439,0,82571
3884,3884,17439,0,82571
3885,3885,17439,0,82571
3886,3886,17439,0,82571
3887,3887,17439,0,82571
3888,3888,17439,0,82571
3889,3889,17439,0,82571
3890,3890,17439,0,82571
3891,3891,17439,0,82571
3892,3892,17439,0,82571
3893,3893,17439,0,82571
3894,3894,17439,0,82571
3895,3895,17439,0,82571
3896,3896,17439,0,82571
3897,3897,17439,0,82571
3898,3898,17439,0,82571
3899,3899,17439,0,82571
3900,3900,17439,0,82571
3901,3901,17439,0,82571
3902,3902,17439,0,82571
3903,3903,17439,0,82571
3904,3904,17439,0,82571
3905,3905,17439,0,82571
3906,3906,17439,0,82571
3907,3907,17439,0,82571
3908,3908,17439,0,82571
3909,3909,17439,0,82571
3910,3910,17439,0,82571
3911,3911,17439,0,82571
3912,3912,17439,0,82571
3913,3913,17439,0,82571
3914,3914,17439,0,82571
3915,3915,17439,0,82571
3916,3916,17439,0,82571
3917,3917,17439,0,82571
3918,3918,17439,0,82571
3919,3919,17439,0,82571
3920,3920,17439,0,82571
3921,3921,17439,0,82571
3922,3922,17439,0,82571
3923,3923,17439,0,82571
3924,3924,17439,0,82571
3925,3925,17439,0,82571
3926,3926,17439,0,82571
3927,3927,17439,0,82571
3928,3928,17439,0,82571
3929,3929,17439,0,82571
3930,3930,17439,0,82571
3931,3931,17439,0,82571
3932,3932,17439,0,82571
3933,3933,17439,0,82571
3934,3934,17439,0,82571
3935,3935,17439,0,82571
3936,3936,17439,0,82571
3937,3937,17439,0,82571
3938,3938,17439,0,82571
3939,3939,17439,0,82571
3940,3940,17439,0,82571
3941,3941,17439,0,82571
3942,3942,17439,0,82571
3943,3943,17439,0,82571
3944,3944,17439,0,82571
3945,3945,17439,0,82571
3946,3946,17439,0,82571
3947,3947,17439,0,82571
3948,3948,17439,0,82571
3949,3949,17439,0,82571
3950,3950,17439,0,82571
3951,3951,17439,0,82571
3952,3952,17439,0,82571
3953,3953,17439,0,82571
3954,3954,17439,0,82571
3955,3955,17439,0,82571
3956,3956,17439,0,82571
3957,3957,17439,0,82571
3958,3958,17439,0,82571
3959,3959,17439,0,82571
3960,3960,17439,0,82571
3961,3961,17439,0,82571
3962,3962,17439,0,82571
3963,3963,17439,0,82571
3964,3964,17439,0,82571
3965,3965,17439,0,82571
3966,3966,17439,0,82571
3967,3967,17439,0,82571
3968,3968,17439,0,82571
3969,3969,17439,0,82571
3970,3970,17439,0,82571
3971,3971,17439,0,82571
3972,3972,17439,0,82571
3973,3973,17439,0,82571
3974,3974,17439,0,82571
3975,3975,17439,0,82571
3976,3976,17439,0,82571
3977,3977,17439,0,82571
3978,3978,17439,0,82571
3979,3979,17439,0,82571
3980,3980,17439,0,82571
3981,3981,17439,0,82571
3982,3982,17439,0,82571
3983,3983,17439,0,82571
3984,3984,17439,0,82571
3985,3985,17439,0,82571
3986,3986,17439,0,82571
3987,3987,17439,0,82571
3988,3988,17439,0,82571
3989,3989,17439,0,82571
3990,3990,17439,0,82571
3991,3991,17439,0,82571
3992,3992,17439,0,82571
3993,3993,17439,0,82571
3994,3994,17439,0,82571
3995,3995,17439,0,82571
3996,3996,17439,0,82571
3997,3997,17439,0,82571
3998,3998,17439,0,82571
3999,3999,17439,0,82571
4000,4000,17439,0,82571
4001,4001,17439,0,82571
4002,4002,17439,0,82571
4003,4003,17439,0,82571
4004,4004,17439,0,82571
4005,4005,17439,0,82571
4006,4006,17439,0,82571
4007,4007,17439,0,82571
4008,4008,17439,0,82571
4009,4009,17439,0,82571
4010,4010,17439,0,82571
4011,4011,17439,0,82571
4012,4012,17439,0,82571
4013,4013,17439,0,82571
4014,4014,17439,0,82571
4015,4015,17439,0,82571
4016,4016,17439,0,82571
4017,4017,17439,0,82571
4018,4018,17439,0,82571
4019,4019,17439,0,82571
4020,4020,17439,0,82571
4021,4021,17439,0,82571
4022,4022,17439,0,82571
4023,4023,17439,0,82571
4024,4024,17439,0,82571
4025,4025,17439,0,82571
4026,4026,17439,0,82571
4027,4027,17439,0,82571
4028,4028,17439,0,82571
4029,4029,17439,0,82571
4030,4030,17439,0,82571
4031,4031,17439,0,82571
4032,4032,17439,0,82571
4033,4033,17439,0,82571
4034,4034,17439,0,82571
4035,4035,17439,0,82571
4036,4036,17439,0,82571
4037,4037,17439,0,82571
4038,4038,17439,0,82571
4039,4039,17439,0,82571
4040,4040,17439,0,82571
4041,4041,17439,0,82571
4042,4042,17439,0,82571
4043,4043,17439,0,82571
4044,4044,17439,0,82571
4045,4045,17439,0,82571
4046,4046,17439,0,82571
4047,4047,17439,0,82571
4048,4048,17439,0,82571
4049,4049,17439,0,82571
4050,4050,17439,0,82571
4051,4051,17439,0,82571
4052,4052,17439,0,82571
4053,4053,17439,0,82571
4054,4054,17439,0,82571
4055,4055,17439,0,82571
4056,4056,17439,0,82571
4057,4057,17439,0,82571
4058,4058,17439,0,82571
4059,4059,17439,0,82571
4060,4060,17439,0,82571
4061,4061,17439,0,82571
4062,4062,17439,0,82571
4063,4063,17439,0,82571
4064,4064,17439,0,82571
4065,4065,17439,0,82571
4066,4066,17439,0,82571
4067,4067,17439,0,82571
4068,4068,17439,0,82571
4069,4069,17439,0,82571
4070,4070,17439,0,82571
4071,4071,17439,0,82571
4072,4072,17439,0,82571
4073,4073,17439,0,82571
4074,4074,17439,0,82571
4075,4075,17439,0,82571
4076,4076,17439,0,82571
4077,4077,17439,0,82571
4078,4078,17439,0,82571
4079,4079,17439,0,82571
4080,4080,17439,0,82571
4081,4081,17439,0,82571
4082,4082,17439,0,82571
4083,4083,17439,0,82571
4084,4084,17439,0,82571
4085,4085,17439,0,82571
4086,4086,17439,0,82571
4087,4087,17439,0,82571
4088,4088,17439,0,82571
4089,4089,17439,0,82571
4090,4090,17439,0,82571
4091,4091,17439,0,82571
4092,4092,17439,0,82571
4093,4093,17439,0,82571
4094,4094,17439,0,82571
4095,4095,17439,0,82571
4096,4096,17439,0,82571
4097,4097,17439,0,82571
4098,4098,17439,0,82571
4099,4099,17439,0,82571
4100,4100,17439,0,82571
4101,4101,17439,0,82571
4102,4102,17439,0,82571
4103,4103,17439,0,82571
4104,4104,17439,0,82571
4105,4105,17439,0,82571
4106,4106,17439,0,82571
4107,4107,17439,0,82571
4108,4108,17439,0,82571
4109,4109,17439,0,82571
4110,4110,17439,0,82571
4111,4111,17439,0,82571
4112,4112,17439,0,82571
4113,4113,17439,0,82571
4114,4114,17439,0,82571
4115,4115,17439,0,82571
4116,4116,17439,0,82571
4117,4117,17439,0,82571
4118,4118,17439,0,82571
4119,4119,17439,0,82571
4120,4120,17439,0,82571
4121,4121,17439,0,82571
4122,4122,17439,0,82571
4123,4123,17439,0,82571
4124,4124,17439,0,82571
4125,4125,17439,0,82571
4126,4126,17439,0,82571
4127,4127,17439,0,82571
4128,4128,17439,0,82571
